T,D,L,count,quality,cost,model_name
T8,D9,L2,24.5,18.222499999999997,0.00114365625,midm-mini-2.3.1
T8,D9,L3,16.5,12.479999999999997,0.0008455425,midm-mini-2.3.1
T8,D10,L1,0.0,0.0,0.0,midm-mini-2.3.1
T8,D10,L2,0.0,0.0,0.0,midm-mini-2.3.1
T8,D10,L3,0.0,0.0,0.0,midm-mini-2.3.1
T9,D1,L1,0.0,0.0,0.0,midm-mini-2.3.1
T9,D1,L2,0.0,0.0,0.0,midm-mini-2.3.1
T9,D1,L3,0.0,0.0,0.0,midm-mini-2.3.1
T9,D2,L1,0.5,0.38,1.4437500000000002e-05,midm-mini-2.3.1
T9,D2,L2,0.0,0.0,0.0,midm-mini-2.3.1
T9,D2,L3,0.0,0.0,0.0,midm-mini-2.3.1
T9,D3,L1,0.0,0.0,0.0,midm-mini-2.3.1
T9,D3,L2,0.0,0.0,0.0,midm-mini-2.3.1
T9,D3,L3,0.0,0.0,0.0,midm-mini-2.3.1
T9,D4,L1,0.0,0.0,0.0,midm-mini-2.3.1
T9,D4,L2,0.0,0.0,0.0,midm-mini-2.3.1
T9,D4,L3,0.0,0.0,0.0,midm-mini-2.3.1
T9,D5,L1,0.0,0.0,0.0,midm-mini-2.3.1
T9,D5,L2,0.0,0.0,0.0,midm-mini-2.3.1
T9,D5,L3,0.0,0.0,0.0,midm-mini-2.3.1
T9,D6,L1,0.0,0.0,0.0,midm-mini-2.3.1
T9,D6,L2,0.0,0.0,0.0,midm-mini-2.3.1
T9,D6,L3,0.0,0.0,0.0,midm-mini-2.3.1
T9,D7,L1,0.0,0.0,0.0,midm-mini-2.3.1
T9,D7,L2,0.0,0.0,0.0,midm-mini-2.3.1
T9,D7,L3,0.0,0.0,0.0,midm-mini-2.3.1
T9,D8,L1,1.5,1.3599999999999999,4.360125e-05,midm-mini-2.3.1
T9,D8,L2,0.0,0.0,0.0,midm-mini-2.3.1
T9,D8,L3,0.0,0.0,0.0,midm-mini-2.3.1
T9,D9,L1,1.0,0.95,2.9370000000000002e-05,midm-mini-2.3.1
T9,D9,L2,0.0,0.0,0.0,midm-mini-2.3.1
T9,D9,L3,0.0,0.0,0.0,midm-mini-2.3.1
T9,D10,L1,0.0,0.0,0.0,midm-mini-2.3.1
T9,D10,L2,0.0,0.0,0.0,midm-mini-2.3.1
T9,D10,L3,0.0,0.0,0.0,midm-mini-2.3.1
T10,D1,L1,0.25,0.2325,6.878437500000001e-06,midm-mini-2.3.1
T10,D1,L2,0.75,0.4,4.005375e-05,midm-mini-2.3.1
T10,D1,L3,0.0,0.0,0.0,midm-mini-2.3.1
T10,D2,L1,22.75,14.8125,0.0011232065625000002,midm-mini-2.3.1
T10,D2,L2,116.41666666666666,76.6891666666667,0.007454978437499999,midm-mini-2.3.1
T10,D2,L3,8.5,4.907500000000001,0.0006042609375000001,midm-mini-2.3.1
T10,D3,L1,0.5,0.295,2.9679375000000004e-05,midm-mini-2.3.1
T10,D3,L2,10.25,6.284999999999999,0.0006937940625,midm-mini-2.3.1
T10,D3,L3,0.25,0.1725,1.8603750000000003e-05,midm-mini-2.3.1
T10,D4,L1,0.0,0.0,0.0,midm-mini-2.3.1
T10,D4,L2,1.25,0.8200000000000001,7.28990625e-05,midm-mini-2.3.1
T10,D4,L3,0.0,0.0,0.0,midm-mini-2.3.1
T10,D5,L1,2.0,1.48,8.792437500000001e-05,midm-mini-2.3.1
T10,D5,L2,15.166666666666668,10.171666666666669,0.0009654459374999999,midm-mini-2.3.1
T10,D5,L3,0.75,0.55,6.06684375e-05,midm-mini-2.3.1
T10,D6,L1,2.0,1.535,0.000111684375,midm-mini-2.3.1
T10,D6,L2,8.166666666666668,5.236666666666668,0.000512098125,midm-mini-2.3.1
T10,D6,L3,0.75,0.495,4.81903125e-05,midm-mini-2.3.1
T10,D7,L1,0.0,0.0,0.0,midm-mini-2.3.1
T10,D7,L2,3.0,1.575,0.00012391500000000002,midm-mini-2.3.1
T10,D7,L3,0.75,0.36750000000000005,3.592875e-05,midm-mini-2.3.1
T10,D8,L1,17.0,8.495,0.0007641975,midm-mini-2.3.1
T10,D8,L2,39.0,20.390000000000004,0.0018614062500000002,midm-mini-2.3.1
T10,D8,L3,4.5,2.1925,0.0002216465625,midm-mini-2.3.1
T10,D9,L1,30.0,19.425,0.00115363875,midm-mini-2.3.1
T10,D9,L2,22.0,14.747499999999997,0.0009413456250000001,midm-mini-2.3.1
T10,D9,L3,0.0,0.0,0.0,midm-mini-2.3.1
T10,D10,L1,0.0,0.0,0.0,midm-mini-2.3.1
T10,D10,L2,0.0,0.0,0.0,midm-mini-2.3.1
T10,D10,L3,0.0,0.0,0.0,midm-mini-2.3.1
T11,D1,L1,0.0,0.0,0.0,midm-mini-2.3.1
T11,D1,L2,0.0,0.0,0.0,midm-mini-2.3.1
T11,D1,L3,0.0,0.0,0.0,midm-mini-2.3.1
T11,D2,L1,0.0,0.0,0.0,midm-mini-2.3.1
T11,D2,L2,0.0,0.0,0.0,midm-mini-2.3.1
T11,D2,L3,0.0,0.0,0.0,midm-mini-2.3.1
T11,D3,L1,0.0,0.0,0.0,midm-mini-2.3.1
T11,D3,L2,0.5,0.25,2.4296250000000003e-05,midm-mini-2.3.1
T11,D3,L3,0.0,0.0,0.0,midm-mini-2.3.1
T11,D4,L1,2.0,2.0,8.971875000000001e-05,midm-mini-2.3.1
T11,D4,L2,0.5,0.095,2.0274375000000002e-05,midm-mini-2.3.1
T11,D4,L3,0.0,0.0,0.0,midm-mini-2.3.1
T11,D5,L1,2.833333333333333,2.623333333333333,0.00013426187500000002,midm-mini-2.3.1
T11,D5,L2,0.5,0.25,2.4296250000000003e-05,midm-mini-2.3.1
T11,D5,L3,0.0,0.0,0.0,midm-mini-2.3.1
T11,D6,L1,0.5,0.45,2.2543125e-05,midm-mini-2.3.1
T11,D6,L2,0.0,0.0,0.0,midm-mini-2.3.1
T11,D6,L3,0.5,0.36,2.2543125000000003e-05,midm-mini-2.3.1
T11,D7,L1,1.0,0.715,4.3498125e-05,midm-mini-2.3.1
T11,D7,L2,2.5,1.3800000000000001,0.00010382625000000001,midm-mini-2.3.1
T11,D7,L3,0.0,0.0,0.0,midm-mini-2.3.1
T11,D8,L1,41.833333333333336,31.258333333333336,0.001971454375,midm-mini-2.3.1
T11,D8,L2,9.5,7.745,0.00045639,midm-mini-2.3.1
T11,D8,L3,5.0,4.1899999999999995,0.00022906125000000003,midm-mini-2.3.1
T11,D9,L1,1.8333333333333333,1.3533333333333333,8.750500000000001e-05,midm-mini-2.3.1
T11,D9,L2,0.0,0.0,0.0,midm-mini-2.3.1
T11,D9,L3,0.5,0.36,2.2543125000000003e-05,midm-mini-2.3.1
T11,D10,L1,0.0,0.0,0.0,midm-mini-2.3.1
T11,D10,L2,0.0,0.0,0.0,midm-mini-2.3.1
T11,D10,L3,0.0,0.0,0.0,midm-mini-2.3.1
T12,D1,L1,0.0,0.0,0.0,midm-mini-2.3.1
T12,D1,L2,0.0,0.0,0.0,midm-mini-2.3.1
T12,D1,L3,0.0,0.0,0.0,midm-mini-2.3.1
T12,D2,L1,1.0,0.82,3.1556250000000005e-05,midm-mini-2.3.1
T12,D2,L2,0.0,0.0,0.0,midm-mini-2.3.1
T12,D2,L3,0.0,0.0,0.0,midm-mini-2.3.1
T12,D3,L1,0.0,0.0,0.0,midm-mini-2.3.1
T12,D3,L2,0.0,0.0,0.0,midm-mini-2.3.1
T12,D3,L3,0.0,0.0,0.0,midm-mini-2.3.1
T12,D4,L1,0.0,0.0,0.0,midm-mini-2.3.1
T12,D4,L2,0.0,0.0,0.0,midm-mini-2.3.1
T12,D4,L3,0.0,0.0,0.0,midm-mini-2.3.1
T12,D5,L1,0.0,0.0,0.0,midm-mini-2.3.1
T12,D5,L2,0.0,0.0,0.0,midm-mini-2.3.1
T12,D5,L3,0.0,0.0,0.0,midm-mini-2.3.1
T12,D6,L1,0.0,0.0,0.0,midm-mini-2.3.1
T12,D6,L2,0.0,0.0,0.0,midm-mini-2.3.1
T12,D6,L3,0.0,0.0,0.0,midm-mini-2.3.1
T12,D7,L1,0.0,0.0,0.0,midm-mini-2.3.1
T12,D7,L2,0.0,0.0,0.0,midm-mini-2.3.1
T12,D7,L3,0.0,0.0,0.0,midm-mini-2.3.1
T12,D8,L1,0.0,0.0,0.0,midm-mini-2.3.1
T12,D8,L2,0.0,0.0,0.0,midm-mini-2.3.1
T12,D8,L3,0.0,0.0,0.0,midm-mini-2.3.1
T12,D9,L1,1.0,0.83,4.277625e-05,midm-mini-2.3.1
T12,D9,L2,0.0,0.0,0.0,midm-mini-2.3.1
T12,D9,L3,0.0,0.0,0.0,midm-mini-2.3.1
T12,D10,L1,2.0,1.3599999999999999,7.528125e-05,midm-mini-2.3.1
T12,D10,L2,0.0,0.0,0.0,midm-mini-2.3.1
T12,D10,L3,0.0,0.0,0.0,midm-mini-2.3.1
T1,D1,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D1,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D1,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D2,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D2,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D2,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D3,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D3,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D3,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D4,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D4,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D4,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D5,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D5,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D5,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D6,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D6,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D6,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D7,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D7,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D7,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D8,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D8,L2,1.0,0.73,8.481e-05,llama-3.1-74b-fp16
T1,D8,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D9,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D9,L2,0.5,0.43,7.58175e-05,llama-3.1-74b-fp16
T1,D9,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D10,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D10,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T1,D10,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T2,D1,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T2,D1,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T2,D1,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T2,D2,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T2,D2,L2,9.5,6.975,0.0008304450000000002,llama-3.1-74b-fp16
T2,D2,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T2,D3,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T2,D3,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T2,D3,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T2,D4,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T2,D4,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T2,D4,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T2,D5,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T2,D5,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T2,D5,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T2,D6,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T2,D6,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T2,D6,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T2,D7,L1,0.5,0.385,2.792625e-05,llama-3.1-74b-fp16
T2,D7,L2,1.5,1.21,0.00010531125000000001,llama-3.1-74b-fp16
T2,D7,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T2,D8,L1,1.5,1.095,0.00011776875000000001,llama-3.1-74b-fp16
T2,D8,L2,12.0,9.245000000000003,0.0009797287500000003,llama-3.1-74b-fp16
T2,D8,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T2,D9,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T2,D9,L2,4.0,3.3499999999999996,0.0002975775,llama-3.1-74b-fp16
T2,D9,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T2,D10,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T2,D10,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T2,D10,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T3,D1,L1,12.083333333333332,11.615,0.0009637099999999999,llama-3.1-74b-fp16
T3,D1,L2,18.583333333333332,16.49,0.002027348125,llama-3.1-74b-fp16
T3,D1,L3,0.3333333333333333,0.29333333333333333,3.575e-05,llama-3.1-74b-fp16
T3,D2,L1,13.583333333333332,12.725000000000001,0.0011419925,llama-3.1-74b-fp16
T3,D2,L2,22.083333333333332,19.095000000000002,0.002330288125,llama-3.1-74b-fp16
T3,D2,L3,0.3333333333333333,0.29333333333333333,3.575e-05,llama-3.1-74b-fp16
T3,D3,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T3,D3,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T3,D3,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T3,D4,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T3,D4,L2,0.5,0.38,2.00475e-05,llama-3.1-74b-fp16
T3,D4,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T3,D5,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T3,D5,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T3,D5,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T3,D6,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T3,D6,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T3,D6,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T3,D7,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T3,D7,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T3,D7,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T3,D8,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T3,D8,L2,1.0,0.7,7.334250000000001e-05,llama-3.1-74b-fp16
T3,D8,L3,0.3333333333333333,0.29333333333333333,3.575e-05,llama-3.1-74b-fp16
T3,D9,L1,0.8333333333333333,0.78,5.2126250000000006e-05,llama-3.1-74b-fp16
T3,D9,L2,0.3333333333333333,0.26,6.6385e-05,llama-3.1-74b-fp16
T3,D9,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T3,D10,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T3,D10,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T3,D10,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D1,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D1,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D1,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D2,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D2,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D2,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D3,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D3,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D3,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D4,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D4,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D4,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D5,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D5,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D5,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D6,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D6,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D6,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D7,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D7,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D7,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D8,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D8,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D8,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D9,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D9,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D9,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D10,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D10,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T4,D10,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D1,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D1,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D1,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D2,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D2,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D2,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D3,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D3,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D3,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D4,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D4,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D4,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D5,L1,1.0,0.4,3.201e-05,llama-3.1-74b-fp16
T5,D5,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D5,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D6,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D6,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D6,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D7,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D7,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D7,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D8,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D8,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D8,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D9,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D9,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D9,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D10,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D10,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T5,D10,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D1,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D1,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D1,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D2,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D2,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D2,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D3,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D3,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D3,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D4,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D4,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D4,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D5,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D5,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D5,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D6,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D6,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D6,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D7,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D7,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D7,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D8,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D8,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D8,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D9,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D9,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D9,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D10,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D10,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T6,D10,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T7,D1,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T7,D1,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T7,D1,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T7,D2,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T7,D2,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T7,D2,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T7,D3,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T7,D3,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T7,D3,L3,0.5,0.34,3.411375e-05,llama-3.1-74b-fp16
T7,D4,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T7,D4,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T7,D4,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T7,D5,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T7,D5,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T7,D5,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T7,D6,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T7,D6,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T7,D6,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T7,D7,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T7,D7,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T7,D7,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T7,D8,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T7,D8,L2,1.0,0.44,7.1775e-05,llama-3.1-74b-fp16
T7,D8,L3,0.5,0.34,3.411375e-05,llama-3.1-74b-fp16
T7,D9,L1,2.0,1.2999999999999998,0.00015411,llama-3.1-74b-fp16
T7,D9,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T7,D9,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T7,D10,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T7,D10,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T7,D10,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T8,D1,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T8,D1,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T8,D1,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T8,D2,L1,0.5,0.455,6.092625e-05,llama-3.1-74b-fp16
T8,D2,L2,37.0,29.479999999999997,0.0054876731249999975,llama-3.1-74b-fp16
T8,D2,L3,39.0,30.6575,0.005843021250000002,llama-3.1-74b-fp16
T8,D3,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T8,D3,L2,3.75,3.025,0.000515934375,llama-3.1-74b-fp16
T8,D3,L3,2.25,1.9674999999999998,0.000305435625,llama-3.1-74b-fp16
T8,D4,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T8,D4,L2,0.25,0.2425,2.6214375000000003e-05,llama-3.1-74b-fp16
T8,D4,L3,0.3333333333333333,0.20666666666666667,1.82325e-05,llama-3.1-74b-fp16
T8,D5,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T8,D5,L2,6.5,5.134999999999999,0.0006976612500000001,llama-3.1-74b-fp16
T8,D5,L3,6.25,4.540000000000001,0.0007652493749999999,llama-3.1-74b-fp16
T8,D6,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T8,D6,L2,3.5,2.9275,0.00045663750000000003,llama-3.1-74b-fp16
T8,D6,L3,4.083333333333334,3.0441666666666665,0.000368919375,llama-3.1-74b-fp16
T8,D7,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T8,D7,L2,2.5,1.9100000000000001,0.0001634325,llama-3.1-74b-fp16
T8,D7,L3,5.25,3.8825000000000003,0.000476705625,llama-3.1-74b-fp16
T8,D8,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T8,D8,L2,17.5,13.250000000000002,0.0014629725,llama-3.1-74b-fp16
T8,D8,L3,32.833333333333336,22.13166666666666,0.0027933675,llama-3.1-74b-fp16
T8,D9,L1,4.5,3.815,0.00051253125,llama-3.1-74b-fp16
T8,D9,L2,24.5,20.870000000000005,0.0033005981250000004,llama-3.1-74b-fp16
T8,D9,L3,16.5,13.740000000000002,0.00247434,llama-3.1-74b-fp16
T8,D10,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T8,D10,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T8,D10,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D1,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D1,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D1,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D2,L1,0.5,0.35,5.989500000000001e-05,llama-3.1-74b-fp16
T9,D2,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D2,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D3,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D3,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D3,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D4,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D4,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D4,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D5,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D5,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D5,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D6,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D6,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D6,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D7,L1,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D7,L2,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D7,L3,0.0,0.0,0.0,llama-3.1-74b-fp16
T9,D8,L1,1.5,1.13,0.0001634325,llama-3.1-74b-fp16
